grid_id,lon,lat
G3868,90.1731476407207,23.5517729122859
G4103,90.18132159810443,23.557523500187987
G3986,90.17768366679776,23.556871139723192
G3869,90.1730510855918,23.556283794957306
G4104,90.18247721985215,23.561162307110912
G3987,90.1778479288387,23.560883638157954
G3870,90.1729545064328,23.560794674639403
G3988,90.17775149231774,23.56539453389803
G3871,90.17285790324007,23.5653055513317
G4105,90.18264510539137,23.565483362745624
G3166,90.14378961160581,23.5512361338735
G3284,90.14858516799363,23.55583676790898
G3401,90.15347830320468,23.555926480600245
G3167,90.1436920570197,23.55574690158302
G3168,90.14359447815511,23.560257666295627
G3285,90.14848775573749,23.560347551865355
G3402,90.15338105756064,23.560437283767516
G3403,90.15328378771724,23.564948083939917
G3286,90.14839031924058,23.564858332825594
G3169,90.14349687500834,23.564768428010833
G3053,90.13850566094173,23.56918910893681
G2819,90.12871856070797,23.5690084921757
G2936,90.13361209863868,23.569098877418305
G2820,90.12862040880988,23.573519189954588
G3054,90.1384078424906,23.573699845375266
G2937,90.13351411346221,23.573609594543417
G2821,90.12852223249432,23.57802988473077
G3055,90.13830999970482,23.57821057881358
G2938,90.13341610390971,23.578120308667103
G2939,90.13331806997748,23.582631019788877
G3755,90.16786754426013,23.56972726966978
G3521,90.15808015304914,23.569548497708357
G3638,90.16297383659271,23.569637960560314
G3756,90.16777072623805,23.574238121297835
G3522,90.15798300153605,23.574059311071416
G3639,90.1628768518233,23.57414879307231
G3757,90.16767388412988,23.578748969933383
G3523,90.15788582585404,23.578570121439405
G3640,90.16277984292638,23.578659622590518
G3524,90.15778862599944,23.583080928811864
G3872,90.17276127600998,23.56981642503371
G3989,90.17765503180084,23.569905426649072
G4106,90.18254881159129,23.569994274512826
G3990,90.17755854728435,23.574416316410613
G4107,90.18245249383304,23.574505183291777
G3873,90.17266462473887,23.574327295744954
G4108,90.182356152113,23.579016089082
G3991,90.17746203876465,23.578927203182158
G3874,90.17256794942313,23.57883816346494
G4109,90.18225978642755,23.583526991882994
G3170,90.14339924757572,23.56927918672814
G3404,90.15318649367084,23.569458881116976
G3287,90.14829285849923,23.569369110789214
G3405,90.15308917541773,23.573969675298198
G3171,90.14330159585357,23.57378994244706
G3288,90.14819537350976,23.573879885755726
G3172,90.14320391983824,23.578300695167115
G3406,90.15299183295429,23.578480466483096
G3289,90.14809786426854,23.578390657724643
G3407,90.1528944662768,23.582991254671185
G2822,90.12842403175762,23.58254057650376
G3056,90.13821213258076,23.58272130925125
G2940,90.13322001166182,23.587141727908246
G2823,90.12832580659605,23.58705126527306
G3057,90.13811424111469,23.587232036687812
G2941,90.13312192895906,23.591652433024723
G2824,90.12822755700594,23.59156195103819
G3058,90.13801632530297,23.59174276112275
G2942,90.13302382186546,23.59616313513782
G2825,90.12812928298356,23.59607263379866
G3758,90.16757701793202,23.583259815575914
G3641,90.16268280989833,23.583170449114462
G3642,90.16258575273545,23.587681272643643
G3525,90.15769140196858,23.587591733188304
G3759,90.16748012764076,23.587770658224965
G3643,90.16248867143409,23.592192093177577
G3760,90.16738321325249,23.592281497880027
G3526,90.15759415375783,23.59210253456821
G3644,90.16239156599063,23.596702910715784
G3761,90.16728627476354,23.596792334540623
G3290,90.14800033077185,23.58290142669548
G3173,90.14310621952603,23.582811444887813
G3174,90.14300849491326,23.587322191608667
G3291,90.14790277301606,23.58741219266775
G3408,90.15279707538164,23.58750203986198
G3409,90.15269966026513,23.592012822054983
G3175,90.14291074599626,23.591832935329183
G3292,90.14780519099746,23.591922955640946
G3410,90.1526022209236,23.596523601249714
G3293,90.14770758471239,23.596433715614612
G3875,90.17247125005908,23.583349028193187
G3992,90.17736550623808,23.583438086963223
G3993,90.17726894970102,23.587948967753327
G4110,90.18216339677306,23.588037891694285
G3876,90.1723745266431,23.587859889929206
G4111,90.18206698314589,23.592548788515387
G3994,90.17717236914984,23.59245984555197
G3877,90.17227777917155,23.592370748672508
G3995,90.17707576458089,23.596970720358687
G4112,90.18197054554241,23.59705968234581
G5047,90.21972578236395,23.59521866493342
G4930,90.2154540783695,23.59410187039196
G5165,90.22370655160496,23.599955725015384
G5048,90.22055623381291,23.597979593652585
G4931,90.21623468138934,23.597678105430866
